Date,Project,Account,Detail,Amount
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4080
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5500
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5500
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6200
2020-01-06,Santiago,Caja Chica Obra,FE-45740-COMERCIAL PIWEN SPA,6303
2020-01-06,Santiago,Caja Chica Obra,FE-22123295-ALVI SUPERMECADO MAYORISTA S A,6616
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6900
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,8590
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12106
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12846
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13605
2020-01-06,Santiago,Gastos por Herramientas Menores,33-7471-HECTOR URBINA PAREDES,43020
2020-01-06,Santiago,Insumos Administración,33-7469-HECTOR URBINA PAREDES,62000
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,72000
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,33-52149-GESTION ECOLOGICA DE RESIDUOS S.A.,90000
2020-01-06,Santiago,Gastos por Herramientas Menores,33-1807-JULIO IBAZETA Y COMPAÑIA LTDA,109500
2020-01-06,Santiago,Gastos por Arriendos Operacionales,33-13332-DASCO S.A.,110205
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,33--COMERCIAL A Y B LTDA.,165739
2020-01-06,Santiago,Insumos Administración,33-7469-HECTOR URBINA PAREDES,190200
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,33-114374-COMERCIAL A Y B LTDA.,191393
2020-01-06,Santiago,Servicios Básicos,33-21787281-ENEL DISTRIBUCION CHILE S.A.,1021763
2020-01-06,Santiago,Materias Primas de Obras en Ejecución,33-1175670-MELON HORMIGONES S.A,1728657
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,Factura de proveedores - Cancelación - P11314567,-4013
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,FE--VLADIMIR MAURICIO DEVIA SALAS.,4013
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,FE-33033-VLADIMIR MAURICIO DEVIA SALAS.,6555
2020-01-07,Santiago,Caja Chica Obra,CAJA CHICA N°22 TI MAURICIO ENCINA,15000
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,33-3189-ESTEBAN ULISES MORALES SANHUEZA,695000
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,33-1176056-MELON HORMIGONES S.A,747552
2020-01-07,Santiago,Materias Primas de Obras en Ejecución,33-709-TRANSPORTES ZARI LTDA.,990000
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,859
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,990
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1100
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1100
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1437
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1490
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1530
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1540
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1592
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1950
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2200
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,FE-33073-VLADIMIR MAURICIO DEVIA SALAS.,2269
2020-01-08,Santiago,Caja Chica Obra,CAJA CHICA N°15 OBRA Santiago HANS VILLALON,2440
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2618
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2875
2020-01-08,Santiago,Caja Chica Obra,CAJA CHICA N°15 OBRA Santiago HANS VILLALON,3000
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3100
2020-01-08,Santiago,Caja Chica Obra,CAJA CHICA N°15 OBRA Santiago HANS VILLALON,3546
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3900
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3900
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4060
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4060
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4060
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,FE-117-DRIFERIA MONICA SPA,4202
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5165
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5300
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5639
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6180
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6371
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6829
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,8390
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9481
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9481
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9488
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10945
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13613
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,14100
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,14700
2020-01-08,Santiago,Caja Chica Obra,CAJA CHICA N°15 OBRA Santiago HANS VILLALON,16500
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18071
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,20098
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,20279
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,20679
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,27346
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,29538
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,31205
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,45544
2020-01-08,Santiago,Caja Chica Obra,CAJA CHICA N°15 OBRA Santiago HANS VILLALON,64640
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,33-1013-R&E CONSTRUCCION SPA,65000
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,83626
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,34-1179-ASESORIAS EN TECNOLOGIAS E INVERSIONES REA,104774
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,107500
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,BHT-1098-DIXIE LISSETTE SAGREDO CABEZAS,111111
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,BHT-1100-LUIS ANTONIO LOPEZ CANDIA,127778
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,BHT-1099-DAMARI MIRIAM SANCHEZ MARTINEZ,150000
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,33-1176527-MELON HORMIGONES S.A,226538
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,BHT-1097-CONSTANZA PAZ MATURANA ARELLANO,277778
2020-01-08,Santiago,Materias Primas de Obras en Ejecución,33-1176422-MELON HORMIGONES S.A,1051278
2020-01-08,Santiago,Subcontratos,33-1539-JRP INGENIERIA Y CONSTRUCCION SPA,1211412
2020-01-08,Santiago,Subcontratos,33-297-CONSTRUCTORA M & A SPA,5537070
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1521
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1950
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1950
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2156
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2282
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2299
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2980
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3593
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4200
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5300
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9800
2020-01-09,Santiago,Caja Chica Obra,FE-33102-VLADIMIR MAURICIO DEVIA SALAS.,15126
2020-01-09,Santiago,Subcontratos,33-7865-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,110972
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,140140
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,216102
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,216150
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,302637
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,893590
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,33-1176804-MELON HORMIGONES S.A,1121400
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,33-7863-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,2123258
2020-01-09,Santiago,Subcontratos,33-7864-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,2787571
2020-01-09,Santiago,Materias Primas de Obras en Ejecución,33-7862-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,3493595
2020-01-09,Santiago,Subcontratos,33-25997-EBSA S.A.,5265914
2020-01-09,Santiago,Subcontratos,33-204-INMOBILIARIA E INVERSIONES ARGUS SPA,6838171
2020-01-10,Santiago,Caja Chica Obra,FE-701013-ELECTRONICA CASA ROYAL LTDA,10059
2020-01-10,Santiago,Caja Chica Obra,FE-19520-SOC. SERGIO SANHUEZA SEGOVIA Y CIA. LTDA.,13109
2020-01-10,Santiago,Telecomunicaciones y Alarmas,Fact.proveedores - P96719620,29412
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-133-MFIX INFORMATICA SPA,141990
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-302-SERVICIOS GRAFICOS LOS LAGOS LTDA.,146950
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-114495-COMERCIAL A Y B LTDA.,460410
2020-01-10,Santiago,Gastos por Arriendos Operacionales,33-1946-DANIEL BARAHONA VERA,470700
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-1177161-MELON HORMIGONES S.A,747624
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-114496-COMERCIAL A Y B LTDA.,1720615
2020-01-10,Santiago,Materias Primas de Obras en Ejecución,33-114494-COMERCIAL A Y B LTDA.,2099140
2020-01-13,Santiago,Diferencias Tipos de Cambio,Facturas clientes - EP 09 Santiago,-98168
2020-01-13,Santiago,Ajuste por Redondeo,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,-1
2020-01-13,Santiago,Caja Chica Obra,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,2000
2020-01-13,Santiago,Caja Chica Obra,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,10010
2020-01-13,Santiago,Caja Chica Obra,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,18540
2020-01-13,Santiago,Caja Chica Obra,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,41000
2020-01-13,Santiago,Caja Chica Obra,CAJA CHICA Nª16 Santiago ALEJANDRO STAMATIU,68040
2020-01-13,Santiago,Subcontratos,33-49-MC CONSTRUCTORA LTDA.,2500000
2020-01-13,Santiago,Materias Primas de Obras en Ejecución,33-1177642-MELON HORMIGONES S.A,3668383
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,140
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,140
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,399
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,440
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,670
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,780
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,962
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,990
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,990
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1178
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1541
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1592
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1592
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1709
2020-01-14,Santiago,Caja Chica Obra,CAJA CHICA N°23 TI MAURICIO ENCINA,1920
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1950
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1970
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2015
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2028
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2048
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2200
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2260
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2719
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2875
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3120
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3181
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3593
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3593
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4060
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4400
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4535
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4604
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4940
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5069
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5091
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5091
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5674
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5674
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,FE-33170-VLADIMIR MAURICIO DEVIA SALAS.,5883
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6100
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6111
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6160
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6370
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6750
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6900
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7030
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7187
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7421
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,8500
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,8590
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9212
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9481
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9481
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9481
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10164
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10601
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10643
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,11921
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12200
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12741
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,12934
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13107
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13640
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,14545
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,15171
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,16613
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,17011
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,17012
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,17012
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18780
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,19240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,19240
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,20279
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,27117
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,29000
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,29090
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,43337
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,170800
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,257140
2020-01-14,Santiago,Gastos por Arriendos Operacionales,33-183091-TECNO FAST S.A.,311459
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,33-1178136-MELON HORMIGONES S.A,327128
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,33-12329-COMERCIAL SALCOM SPA,350000
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,33-7887-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,481382
2020-01-14,Santiago,Subcontratos,33-7886-EMPRESA TECNICA ASESORA DE LA CONSTRUCCION,811912
2020-01-14,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1053340
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,488
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,770
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,975
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,977
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1541
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1592
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1592
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1680
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1707
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,2721
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3542
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4364
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5069
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5069
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5121
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5671
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5674
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,6100
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7696
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,8190
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9800
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,10132
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,14500
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,17782
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,18950
2020-01-15,Santiago,Gastos por Arriendos Operacionales,33-2655-TRANSPORTES Y ARRIENDOS CVP LTDA.,37500
2020-01-15,Santiago,Insumos Administración,33-10-NETRETAIL SPA,185000
2020-01-15,Santiago,Materias Primas de Obras en Ejecución,33-1178582-MELON HORMIGONES S.A,1121616
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,140
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,953
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,976
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1002
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1038
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1039
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1217
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,1528
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,3133
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,4900
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5674
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,5877
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,7800
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,9340
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,13735
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,16117
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,33-114647-COMERCIAL A Y B LTDA.,505215
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,33-1179016-MELON HORMIGONES S.A,1495537
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,33-114646-COMERCIAL A Y B LTDA.,2158880
2020-01-16,Santiago,Materias Primas de Obras en Ejecución,33-114648-COMERCIAL A Y B LTDA.,3414450
2020-01-17,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,140
2020-01-17,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-17,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,240
2020-01-17,Santiago,Materias Primas de Obras en Ejecución,Edificio Santiago,819
